X.Index,TrialNumber,BlockNumber,QuestionResult,TimeOfVaseHit,StairCaseValue,PositiveAnswersCount,NegativeAnswersCount,ConvertedValue,ConsequtiveCounter,SessionID,TimeStampStartQuestion,TimestampEndQuestion,ResponseTime,QuestionID,Phase,ProbabilityComment,InitialDirection,TimesatmpInitialDirection,Attempt
4,3020201,1,0,NotAVase,14.2805,3,5,14.2805,11,20230116-171736,172020344,172021478,1.133586,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 14.2805000000   Staircase is 9.2823250000  ,-1,172020932,1
4,3020201,1,1,NotAVase,9.282325,4,5,9.282325,12,20230116-171736,172030786,172032683,1.896416,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 9.2823250000   Staircase is 14.2805000000  ,1,172032111,1
4,3020201,1,0,NotAVase,14.2805,4,6,14.2805,13,20230116-171736,172041921,172043079,1.158156,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 14.2805000000   Staircase is 9.2823250000  ,-1,172042547,1
10,221019,0,0,NotAVase,5.76,0,1,-4.05,30,20230116-171736,172457577,172500732,3.155126,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 5.7600000000   Staircase is 4.8960000000  ,1,172459490,1
10,221019,0,1,NotAVase,4.896,1,1,-4.914,31,20230116-171736,172510039,172511681,1.642058,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 4.8960000000   Staircase is 5.7600000000  ,1,172511319,1
11,221017,0,0,NotAVase,4.896,0,1,-4.914,32,20230116-171736,172521486,172522622,1.136778,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 4.8960000000   Staircase is 4.1616000000  ,-1,172522261,1
12,2210101,3,0,NotAVase,4.162,0,1,-5.6484,33,20230116-171736,172607193,172608768,1.574902,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 4.1616000000   Staircase is 3.5373600000  ,-1,172608207,1
12,2210101,3,0,NotAVase,2.4972,0,2,-6.27264,34,20230116-171736,172619035,172620740,1.705348,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 3.5373600000   Staircase is 3.0067560000  ,-1,172620299,1
12,2210101,3,0,NotAVase,1.49832,0,3,-6.803244,35,20230116-171736,172630041,172631347,1.306222,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 3.0067560000   Staircase is 2.5557430000  ,-1,172630834,1
12,2210101,3,0,NotAVase,0.898992,0,4,-7.254257,36,20230116-171736,172640552,172642142,1.590166,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.5557430000   Staircase is 2.1723820000  ,-1,172641622,1
12,2210101,3,1,NotAVase,0.5393952,0,5,-7.637618,37,20230116-171736,172651628,172653314,1.685765,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.1723820000   Staircase is 1.8465250000  ,-1,172652818,1
12,2210101,3,1,NotAVase,0.898992,0,6,-7.963475,38,20230116-171736,172702677,172704698,2.021778,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 1.8465250000   Staircase is 1.5695460000  ,-1,172704203,1
12,2210101,3,1,NotAVase,1.49832,0,7,-8.240454,39,20230116-171736,172714427,172716704,2.276796,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 1.5695460000   Staircase is 1.3341140000  ,-1,172716074,1
12,2210101,3,1,NotAVase,2.4972,0,8,-7.963475294,40,20230116-171736,172726301,172727587,1.285942,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 1.3341140000   Staircase is 1.1339970000  ,-1,172727079,1
12,2210101,3,0,NotAVase,4.162,1,8,-7.637617993,41,20230116-171736,172736958,172738161,1.203655,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.1339970000   Staircase is 1.3341140000  ,1,172737608,1
12,2210101,3,0,NotAVase,2.4972,2,8,-7.254256462,42,20230116-171736,172749204,172750557,1.352868,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.3341140000   Staircase is 1.5695460000  ,1,172750005,1
12,2210101,3,0,NotAVase,1.49832,3,8,-6.803242897,43,20230116-171736,172813010,172814679,1.669317,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.5695460000   Staircase is 1.8465250000  ,1,172814116,1
12,2210101,3,0,NotAVase,0.898992,3,9,-7.254256462,44,20230116-171736,172824020,172825341,1.320478,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 1.8465250000   Staircase is 1.5695460000  ,-1,172824841,1
12,2210101,3,1,NotAVase,0.5393952,4,9,-6.803242897,45,20230116-171736,172834678,172836458,1.780244,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.5695460000   Staircase is 1.8465250000  ,1,172835903,1
12,2210101,3,1,NotAVase,0.898992,5,9,-6.272638702,46,20230116-171736,172846303,172847687,1.383541,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.8465250000   Staircase is 2.1723820000  ,1,172847065,1
12,2210101,3,1,NotAVase,1.49832,6,9,-6.803242897,47,20230116-171736,172857411,172859359,1.948079,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 2.1723820000   Staircase is 2.5557440000  ,1,172858907,1
12,2210101,3,1,NotAVase,2.4972,6,10,-7.254256462,48,20230116-171736,172908896,172909988,1.092175,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.5557440000   Staircase is 2.1723820000  ,-1,172909501,1
12,2210101,3,0,NotAVase,4.162,6,11,-7.637617993,49,20230116-171736,172919439,172920616,1.177063,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.1723820000   Staircase is 1.8465250000  ,-1,172920098,1
12,2210101,3,0,NotAVase,2.4972,6,12,-7.963475294,50,20230116-171736,172929879,172931001,1.122185,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 1.8465250000   Staircase is 1.5695460000  ,-1,172930529,1
12,2210101,3,0,NotAVase,1.49832,7,12,-8.240454,51,20230116-171736,172940476,172941963,1.487546,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.5695460000   Staircase is 1.8465250000  ,1,172941419,1
12,2210101,3,0,NotAVase,0.898992,7,12,-8.240454,51,20230116-171737,172940476,172941963,1.487546,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.5695460000   Staircase is 1.8465250000  ,1,172941419,1
12,2210101,3,1,NotAVase,0.5393952,7,12,-8.240454,51,20230116-171738,172940476,172941963,1.487546,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.5695460000   Staircase is 1.8465250000  ,1,172941419,1
14,301019,0,0,NotAVase,-33.8,0,1,-33.8,53,20230116-171736,172956415,172957800,1.384926,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -33.8000000000   Staircase is -21.9700000000  ,-1,172957293,1
14,301019,0,0,NotAVase,-21.97,0,2,-21.97,54,20230116-171736,173006763,173007905,1.142385,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -21.9700000000   Staircase is -14.2805000000  ,-1,173007506,1
15,301017,0,1,NotAVase,-21.97,1,0,-21.97,55,20230116-171736,173016867,173018657,1.789841,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -21.9700000000   Staircase is -33.8000000000  ,1,173018290,1
16,3010101,4,0,NotAVase,-14.2805,0,1,-14.2805,56,20230116-171736,173027852,173028862,1.010782,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -14.2805000000   Staircase is -9.2823250000  ,-1,173028408,1
16,3010101,4,0,NotAVase,-9.282325,0,2,-9.282325,57,20230116-171736,173120197,173122074,1.876695,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -9.2823250000   Staircase is -6.0335110000  ,1,173120987,1
16,3010101,4,0,NotAVase,-6.033511,0,3,-6.033511,58,20230116-171736,173131101,173132447,1.345467,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -6.0335110000   Staircase is -3.9217820000  ,-1,173131907,1
16,3010101,4,1,NotAVase,-3.921782,1,3,-3.921782,59,20230116-171736,173143009,173145052,2.042715,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -3.9217820000   Staircase is -6.0335110000  ,1,173144509,1
16,3010101,4,1,NotAVase,-6.033511,2,3,-6.033511,60,20230116-171736,173153748,173155159,1.411217,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -6.0335110000   Staircase is -9.2823250000  ,1,173154581,1
16,3010101,4,0,NotAVase,-9.282325,2,4,-9.282325,61,20230116-171736,173204128,173205687,1.558444,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -9.2823250000   Staircase is -6.0335110000  ,-1,173205149,1
16,3010101,4,1,NotAVase,-6.033511,3,4,-6.033511,62,20230116-171736,173214707,173216705,1.997913,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -6.0335110000   Staircase is -9.2823250000  ,1,173216233,1
16,3010101,4,1,NotAVase,-9.282325,4,4,-9.282325,63,20230116-171736,173225630,173227045,1.415105,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -9.2823250000   Staircase is -14.2805000000  ,1,173226561,1
16,3010101,4,0,NotAVase,-14.2805,4,5,-14.2805,64,20230116-171736,173235787,173237028,1.241321,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -14.2805000000   Staircase is -9.2823250000  ,-1,173236558,1
16,3010101,4,0,NotAVase,-9.282325,4,6,-9.282325,65,20230116-171736,173246225,173247680,1.455878,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -9.2823250000   Staircase is -6.0335110000  ,-1,173247142,1
16,3010101,4,1,NotAVase,-6.033511,5,6,-6.033511,66,20230116-171736,173257911,173306161,8.249772,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -6.0335110000   Staircase is -9.2823250000  ,1,173258621,1
16,3010101,4,0,NotAVase,-9.282325,5,7,-9.282325,67,20230116-171736,173334257,173335682,1.425205,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -9.2823250000   Staircase is -6.0335110000  ,-1,173335243,1
18,122029,0,0,NotAVase,0.512,0,1,1.512,68,20230116-171736,173349544,173351008,1.464298,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.5120000000   Staircase is 0.4352000000  ,-1,173350513,1
18,122029,0,0,NotAVase,0.4352,0,2,1.4352,69,20230116-171736,173359778,173400780,1.002516,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4352000000   Staircase is 0.3699200000  ,-1,173400331,1
19,122027,0,0,NotAVase,0.4352,0,1,1.4352,70,20230116-171736,173409243,173410533,1.289653,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4352000000   Staircase is 0.3699200000  ,-1,173410089,1
20,1220201,5,0,NotAVase,0.36992,0,1,1.36992,71,20230116-171736,173419126,173420306,1.179632,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3699200000   Staircase is 0.3144320000  ,-1,173419851,1
20,1220201,5,1,NotAVase,0.314432,1,1,1.314432,72,20230116-171736,173428949,173430201,1.252463,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.3144320000   Staircase is 0.3699200000  ,1,173429716,1
20,1220201,5,0,NotAVase,0.36992,1,2,1.36992,73,20230116-171736,173438928,173440030,1.101869,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3699200000   Staircase is 0.3144320000  ,-1,173439528,1
20,1220201,5,0,NotAVase,0.314432,1,3,1.314432,74,20230116-171736,173448683,173449849,1.165409,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3144320000   Staircase is 0.2672672000  ,-1,173449373,1
20,1220201,5,0,NotAVase,0.2672672,1,4,1.267267,75,20230116-171736,173458933,173500188,1.2553,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2672672000   Staircase is 0.2271771000  ,-1,173459715,1
20,1220201,5,0,NotAVase,0.2271771,1,5,1.227177,76,20230116-171736,173509049,173510471,1.422182,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2271771000   Staircase is 0.1931005000  ,-1,173509944,1
20,1220201,5,0,NotAVase,0.1931005,1,6,1.1931,77,20230116-171736,173519661,173520968,1.30686,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1931005000   Staircase is 0.1641354000  ,-1,173520515,1
20,1220201,5,1,NotAVase,0.1641354,2,6,1.164135,78,20230116-171736,173530300,173531474,1.173969,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1641354000   Staircase is 0.1931005000  ,1,173531054,1
20,1220201,5,0,NotAVase,0.1931005,2,7,1.1931,79,20230116-171736,173540759,173541826,1.066748,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1931005000   Staircase is 0.1641354000  ,-1,173541394,1
20,1220201,5,0,NotAVase,0.1641354,2,8,1.164135,80,20230116-171736,173552422,173556274,3.851619,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1641354000   Staircase is 0.1395151000  ,-1,173555625,1
20,1220201,5,1,NotAVase,0.1395151,3,8,1.139515,81,20230116-171736,173605240,173606803,1.563607,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1395151000   Staircase is 0.1641354000  ,1,173606394,1
20,1220201,5,0,NotAVase,0.1641354,3,9,1.164135,82,20230116-171736,173615565,173616987,1.422526,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1641354000   Staircase is 0.1395151000  ,-1,173616483,1
20,1220201,5,0,NotAVase,0.1395151,3,10,1.139515,83,20230116-171736,173627141,173628593,1.451558,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1395151000   Staircase is 0.1185878000  ,-1,173628118,1
20,1220201,5,1,NotAVase,0.1185878,4,10,1.118588,84,20230116-171736,173637629,173638689,1.059374,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1185878000   Staircase is 0.1395151000  ,1,173638271,1
26,33019,0,0,NotAVase,0.085,0,1,0.085,85,20230116-171736,174813149,174814359,1.209719,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0850000000   Staircase is 0.0552500000  ,-1,174813865,1
26,33019,0,1,NotAVase,0.05525,1,1,0.05525,86,20230116-171736,174822945,174825675,2.73092,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0552500000   Staircase is 0.0850000000  ,-1,174824548,1
27,33017,0,0,NotAVase,0.05525,0,1,0.05525,87,20230116-171736,174834316,174835505,1.189412,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0552500000   Staircase is 0.0359125000  ,-1,174834995,1
28,330101,7,0,NotAVase,0.0359125,0,1,0.0359125,88,20230116-171736,174904448,174905780,1.331772,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0359125000   Staircase is 0.0233431200  ,-1,174905291,1
28,330101,7,0,NotAVase,0.02334312,0,2,0.02334312,89,20230116-171736,174914283,174915564,1.281729,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0233431200   Staircase is 0.0151730300  ,-1,174915047,1
28,330101,7,1,NotAVase,0.01517303,1,2,0.01517303,90,20230116-171736,174924174,174925748,1.574771,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0151730300   Staircase is 0.0233431200  ,1,174925139,1
28,330101,7,0,NotAVase,0.02334312,1,3,0.02334312,91,20230116-171736,174934208,174935423,1.214265,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0233431200   Staircase is 0.0151730300  ,-1,174934976,1
28,330101,7,0,NotAVase,0.01517303,1,4,0.01517303,92,20230116-171736,174945368,174946640,1.272036,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0151730300   Staircase is 0.0098624700  ,-1,174946184,1
28,330101,7,1,NotAVase,0.00986247,2,4,0.00986247,93,20230116-171736,174955236,174956703,1.467082,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0098624700   Staircase is 0.0151730300  ,1,174956127,1
28,330101,7,0,NotAVase,0.01517303,2,5,0.01517303,94,20230116-171736,175005053,175006252,1.198949,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0151730300   Staircase is 0.0098624700  ,-1,175005768,1
28,330101,7,1,NotAVase,0.00986247,3,5,0.00986247,95,20230116-171736,175014895,175016481,1.586358,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0098624700   Staircase is 0.0151730300  ,1,175015874,1
28,330101,7,0,NotAVase,0.01517303,3,6,0.01517303,96,20230116-171736,175025131,175026611,1.479485,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0151730300   Staircase is 0.0098624700  ,-1,175026016,1
28,330101,7,1,NotAVase,0.00986247,4,6,0.00986247,97,20230116-171736,175035463,175037272,1.808988,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0098624700   Staircase is 0.0151730300  ,1,175036676,1
29,80,0,NoAnswerInTime,NotAVase,,,,,,20230116-171736,175038084,175043081,-1,80,,"",0,,1
35,601029,0,0,NotAVase,-0.315,0,1,-0.315,127,20230116-171736,175337307,175338859,1.552583,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.3150000000   Staircase is -0.2047500000  ,-1,175338318,1
35,601029,0,0,NotAVase,-0.20475,0,2,-0.20475,128,20230116-171736,175347688,175349132,1.44459,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.2047500000   Staircase is -0.1330875000  ,-1,175348627,1
36,601027,0,0,NotAVase,-0.2205,0,1,-0.2205,129,20230116-171736,175357397,175358782,1.385509,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.2205000000   Staircase is -0.1433250000  ,-1,175358231,1
37,6010201,9,0,NotAVase,-0.15435,0,1,-0.15435,130,20230116-171736,175407339,175408724,1.384358,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1543500000   Staircase is -0.1080450000  ,-1,175408195,1
37,6010201,9,1,NotAVase,-0.108045,1,1,-0.108045,131,20230116-171736,175417605,175419023,1.418695,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.1080450000   Staircase is -0.1543500000  ,1,175418409,1
37,6010201,9,1,NotAVase,-0.15435,2,1,-0.15435,132,20230116-171736,175427792,175429204,1.41254,88,, Positive Answer not inhibted counter is 1 from 1 reset failed bottom border check Staircase was -0.1543500000   Staircase is -0.1543500000  ,1,175428585,1
37,6010201,9,0,NotAVase,-0.15435,2,2,-0.15435,133,20230116-171736,175517979,175519437,1.45765,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1543500000   Staircase is -0.1080450000  ,-1,175518872,1
37,6010201,9,1,NotAVase,-0.108045,3,2,-0.108045,134,20230116-171736,175528425,175530166,1.741154,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.1080450000   Staircase is -0.1543500000  ,1,175529422,1
37,6010201,9,0,NotAVase,-0.15435,3,3,-0.15435,135,20230116-171736,175539001,175540416,1.415001,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1543500000   Staircase is -0.1080450000  ,-1,175539898,1
37,6010201,9,1,NotAVase,-0.108045,4,3,-0.108045,136,20230116-171736,175549272,175551077,1.805277,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.1080450000   Staircase is -0.1543500000  ,1,175550449,1
37,6010201,9,0,NotAVase,-0.15435,4,4,-0.15435,137,20230116-171736,175559708,175601007,1.298741,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1543500000   Staircase is -0.1080450000  ,-1,175600442,1
37,6010201,9,NoAnswerInTime,NotAVase,-0.108045,4,4,-0.108045,138,20230116-171736,175609901,175619899,-1,88,,"",0,,1
37,6010201,9,0,NotAVase,-0.108045,4,5,-0.108045,139,20230116-171736,175628240,175629762,1.521149,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1080450000   Staircase is -0.0756315000  ,-1,175629262,1
37,6010201,9,1,NotAVase,-0.0756315,5,5,-0.0756315,140,20230116-171736,175638781,175640268,1.4878,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.0756315000   Staircase is -0.1080450000  ,1,175639703,1
0,1,0,0,NotAVase,,,,,,20230116-180924,180939525,180940555,1.03027,9992,,"",-1,180940547,1
1,602019,0,0,NotAVase,0.1543429,0,1,0.1543429,1,20230116-180924,180949085,180950573,1.488577,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1543429000   Staircase is 0.1080400000  ,-1,180950098,1
1,602019,0,0,NotAVase,0.10804,0,2,0.10804,2,20230116-180924,180959000,181000302,1.301596,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1080400000   Staircase is 0.0756280000  ,-1,180959825,1
2,602017,0,0,NotAVase,0.10804,0,1,0.10804,3,20230116-180924,181008903,181010342,1.438945,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1080400000   Staircase is 0.0756280000  ,-1,181009855,1
3,6020101,16,0,NotAVase,0.07563143,0,1,0.07563143,4,20230116-180924,181018635,181020204,1.568389,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0756314300   Staircase is 0.0529420000  ,-1,181019618,1
3,6020101,16,0,NotAVase,0.052942,0,2,0.052942,5,20230116-180924,181028429,181029754,1.325287,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0529420000   Staircase is 0.0370594000  ,-1,181029233,1
3,6020101,16,0,NotAVase,0.0370594,0,3,0.0370594,6,20230116-180924,181038158,181039739,1.581431,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0370594000   Staircase is 0.0259415800  ,-1,181039267,1
3,6020101,16,1,NotAVase,0.02594158,1,3,0.02594158,7,20230116-180924,181047893,181049335,1.442587,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0259415800   Staircase is 0.0370594000  ,1,181048764,1
3,6020101,16,0,NotAVase,0.0370594,1,4,0.0370594,8,20230116-180924,181057822,181059420,1.597711,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0370594000   Staircase is 0.0259415800  ,-1,181058822,1
3,6020101,16,1,NotAVase,0.02594158,2,4,0.02594158,9,20230116-180924,181107825,181109349,1.52432,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0259415800   Staircase is 0.0370594000  ,1,181108798,1
3,6020101,16,0,NotAVase,0.0370594,2,5,0.0370594,10,20230116-180924,181117834,181119178,1.343175,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0370594000   Staircase is 0.0259415800  ,-1,181118657,1
3,6020101,16,1,NotAVase,0.02594158,3,5,0.02594158,11,20230116-180924,181127821,181129406,1.584861,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0259415800   Staircase is 0.0370594000  ,1,181128874,1
3,6020101,16,0,NotAVase,0.0370594,3,6,0.0370594,12,20230116-180924,181137783,181139234,1.451699,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0370594000   Staircase is 0.0259415800  ,-1,181138686,1
4,99,0,NoAnswerInTime,NotAVase,,,,,,20230116-180924,181140054,181145055,-1,50,,"",0,,1
5,29019,0,0,NotAVase,0.9230769,0,1,0.9230769,13,20230116-180924,181154014,181155229,1.214715,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.9230769000   Staircase is 0.6000000000  ,-1,181154732,1
5,29019,0,0,NotAVase,0.6,0,2,0.6,14,20230116-180924,181204783,181206156,1.373023,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.6000000000   Staircase is 0.3900000000  ,-1,181205660,1
6,29017,0,0,NotAVase,0.6,0,1,0.6,15,20230116-180924,181215590,181217629,2.039369,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.6000000000   Staircase is 0.3900000000  ,-1,181217011,1
7,290101,12,0,NotAVase,0.39,0,1,0.39,16,20230116-180924,181226876,181228547,1.670776,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3900000000   Staircase is 0.2535000000  ,-1,181227972,1
7,290101,12,0,NotAVase,0.2535,0,2,0.2535,17,20230116-180924,181237438,181238898,1.459715,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2535000000   Staircase is 0.1647750000  ,-1,181238432,1
7,290101,12,1,NotAVase,0.164775,1,2,0.164775,18,20230116-180924,181248082,181249494,1.411446,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1647750000   Staircase is 0.2535000000  ,1,181248928,1
7,290101,12,0,NotAVase,0.2535,1,3,0.2535,19,20230116-180924,181258237,181259921,1.684304,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2535000000   Staircase is 0.1647750000  ,-1,181259335,1
7,290101,12,1,NotAVase,0.164775,2,3,0.164775,20,20230116-180924,181310199,181312094,1.894256,88,, Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1647750000   Staircase is 0.2535000000  ,1,181311601,1
7,290101,12,0,NotAVase,0.2535,2,4,0.2535,21,20230116-180924,181321315,181322457,1.141986,88,, Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2535000000   Staircase is 0.1647750000  ,-1,181321958,1
